order_id,customer_id,order_date
a241bea87dcdd0160ca94ebdba5bdbb9,ee1b69039bd20877692d8622dedbc3ec,2016-10-06
e38f9946fb20db4a597eed7547c59afc,bc2387c48428a2e128eaa3d5b18b3591,2017-01-22
9e1b7a7d17aa42da16ee605b5fee2e0a,c80bc315b52899a6cfc2af82c9200962,2017-01-25
1a4bf675df415785d3d9b3f3521988a7,a327e19095ffb086d25f7ee477c9d3c6,2017-01-29
91c52e15672343c61768b4d10597eea8,a327e19095ffb086d25f7ee477c9d3c6,2017-01-29
58a4317c14bcba43d0cf161f17e9db2b,05530f12381a5556c040029ac0036a18,2017-01-30
4c775eb488939cb0be0ca90004e2f37a,879e7f03b883419400700216ea156c83,2017-02-04
7d960d3f481b040257655876b44e79bc,ec5e34e8372bc2a8e58b10937bd6034b,2017-02-06
e54493dea108e0cb48f3571e1249d418,09bc7afc3e8d8dccaffd0b16944a91fe,2017-02-07
70807adf40446c39c3504cd513bcf3aa,7a0617df6cb8666f6db83a8d9786746d,2017-02-12
31db9cf54c43e0190666ce0c1a3d0e9a,c0fcb07a9959ae14f01bad208e445cc4,2017-02-15
62a647a2e24ac06f7d127baa26d29e96,620b7e6275faee4da2d637e42dc30aaa,2017-02-18
1336e40005c591d3d84862f0e9035882,71a13bccee2931d1d81f3d5e67e903a3,2017-02-19
83fa07d1dc69104a4cb1468ce3fbdc49,3394fbb618cb1ecc087a0fbc749dcd2e,2017-02-23
abc7580b562d8de4d5471356c6c25aef,c8e9b2df7f6f20e16f172176f03b8c27,2017-02-26
e2dc8a03b3380b3a3fa8c7e175e97688,cfdaaa0caea59b06efb4b0fb8c700684,2017-03-02
ef5cbfafea632f181983df020dee5199,503865b84e97a7e894c93587b3b05bdb,2017-03-02
fc3e5cddf41dc7757252c2fc0a6c947b,cfdaaa0caea59b06efb4b0fb8c700684,2017-03-03
a61122f2a4bb6c7479310694e0657167,4fe67915d44791a5deab2957c2641048,2017-03-04
4b81496f1e0fd587a7394ba1e1b8aebb,4fe67915d44791a5deab2957c2641048,2017-03-04
d04aa7a56c20579debaf2cd69ce4dd73,afd7854781ccdc3222b69421f9c7c6ee,2017-03-05
550e1d4daa21983f7bac6b2f83c40365,afd7854781ccdc3222b69421f9c7c6ee,2017-03-05
875465832a4acaeac638683b74ba9886,bc2387c48428a2e128eaa3d5b18b3591,2017-03-09
58f06cdcc39850d51ec8677cdff108be,d8a89dc47bde7dc0b83a3434cc017ee1,2017-03-10
a85429530fd3281381e34d128b357d91,20ea80f41970eeef262ab9d652ed5255,2017-03-10
2bafcaecb60350e62797b7bfd0fa1e54,884c08cef28bc304817827ed3caf1e82,2017-03-13
4cc5e60f36ca3bdbb07ab8a3c490e15d,1590457b4be348b165ff7030a6f94dce,2017-03-14
527b28dd1cc06cd5f5d361c544909a40,6faa792efdf7c9c6eb7cfdf68aa5e581,2017-03-14
4d483bf690ca21bdc005df9b623673c7,97f0fce3f9d7aad1b12499a4e4b10d07,2017-03-16
60751e744ac01225d93eb8bd65592ff0,2e2bc9cf9d8b2a3f099754a6f97b1fa6,2017-03-16
632ec9368030a0679acafa0d23b7be2c,f57c38a05eb3899c8b2c96a96a27f4a4,2017-03-18
3a17fd4120bf394dc3968c52f703fe07,a06f383add4d40457f1909b67ce6b7fb,2017-03-20
58527ee4726911bee84a0f42cdd797c1,a06f383add4d40457f1909b67ce6b7fb,2017-03-20
7af7e9221757663bb19abb52d6acebf9,1605a6c5d93d3488fb621c5323930795,2017-03-21
a30cba7093267abeb0f8489d5c16c7af,1605a6c5d93d3488fb621c5323930795,2017-03-21
68656d23f76667ee6ebe117db63ea015,28ad66c8baf13c85d2a936d0b06e73f6,2017-04-03
a8cf68ff08fc00910fdb589e444e23b4,0981a271500799427cdf345e9121e20b,2017-04-03
745eef172f0256cfaf464e7723693fe0,bf79e2be560481b2e6014798b4331a18,2017-04-09
65f4f976c2281eb3c5f69547ca21893d,bf79e2be560481b2e6014798b4331a18,2017-04-09
9fbb5a7911ef83cac2881f1bbdaf7812,6e871c3bbb75ace129f8c75e006cdd86,2017-04-09
a1e6c98ad1716db91efc64d1bd0271bf,57017bffe1b59c7da66267b6d3fcd44d,2017-04-10
c09bf2814fb67faaa01616fa08f0d482,97f3be23cc6b23bb0909bfa26f6ccf20,2017-04-11
70dc122cb381c36bb405197904788449,1d455fefc460c26a5526dd5a7bb5551a,2017-04-16
f49196a3b79948c69b3cf03a6ce9646c,0981a271500799427cdf345e9121e20b,2017-04-17
b3edcb85453179d7aff0cc5180ef4880,73a713cc2b4ae1249774ad9be90abd91,2017-04-20
2c398232e6fe6bb3416c2cd54a5b0b28,582183483d33018384b309d31c45f353,2017-04-22
ef0db33f981ff522a3a3ad0212e9148e,54bf1780705493f3224d73bd48e53186,2017-04-23
5e823b29f4c615d58cdbfec5bdb2ee73,582183483d33018384b309d31c45f353,2017-04-23
d550b5b77639c709f4dac266821e4321,ccc0975fe58663dbcabffb6c0b5569f6,2017-04-23
a1b57552891d32e63b959ed210edad44,0b402d6dd50694a118c642448e2cb086,2017-04-24
992b568281203a63ab8a57e90b304eec,d4a10e5b8973506abf64fd987af0c900,2017-04-24
8b5883ec44f905583a827ff06b986a6f,0d2dc42990be5eb0afd437dc25676006,2017-04-25
430d9c263b0c59e3ce1ad49cb55e0531,7424e86c21cb1b270c0676a2c51bc136,2017-04-26
fa1ce52b7f5e83c4473226c0a7ad131a,50f9bd1bfab2329598ad440c806abf29,2017-04-26
0e1628ef32043a2e0c0d7152af698bd1,13abc50b97af7425b5066e405d7cd760,2017-05-01
b5a801d2465c927e096449f176459916,5ffbc70da7ad1808b6899421caa84fbe,2017-05-01
677cebcf344bca22b07250e7548bd8bc,5ffbc70da7ad1808b6899421caa84fbe,2017-05-01
c68d536a69b345791fac24a064e2648f,b87de93b3da9029358825ff448b11b7a,2017-05-02
bde4e7e3544abf70e995f2cb0f5fc992,133e20311ec257bda38f1798250d38c5,2017-05-02
a294b359ceeb6b570206ae9a4e266230,47d2b80b343a27cd4cc0f657b3235f99,2017-05-03
f31dd475a9e762d3b7b023b77d03a8e1,64450742fb384fc0207432c3f8083ae0,2017-05-05
9f3c15fb0dfc4d3f2d9f5e8e9323a9e5,45bf7aba22952cd69510c0280b4fb5be,2017-05-05
5fb669725665771911c8ecc187870553,50ad9fb3ba7f8cf336529fe94a182996,2017-05-06
9f076b87261e6c9894139da7d41eb02d,bfc84496b1100cbbd83a6f8087526168,2017-05-06
5f7363eba95d6b80c0b0d44e53193e0b,13abc50b97af7425b5066e405d7cd760,2017-05-07
64cbe98d3ef9d927297f7dea3fab17d6,2b174670dbec666bbc68b6e2a4062740,2017-05-07
c820d5fbb72e2b0a48074c0f7f08a295,133e20311ec257bda38f1798250d38c5,2017-05-08
788e7378d74502a8c60a80b6c66552b9,bcb28b30f734df53722b6bcc4ea0c521,2017-05-09
978e16a447af958864561d170165f266,c836c92436fdcd6e5475ef442481385c,2017-05-12
e6802927f05b68de2a6b3c2079fcd830,9c540c186d344c460d85726b531b287b,2017-05-13
cedce2be74a9e660cec99d6f9c6674f3,f2655a0ca53cad79e713d1a21b2328b7,2017-05-15
1b25b7f6d3514c227d59499f63573fde,f2655a0ca53cad79e713d1a21b2328b7,2017-05-15
63e2032f511dd7a0ac625d8bda0a07c9,fdef5e91efaa5c7772e43998087fc12f,2017-05-15
21826e0954bd6550ea7b7a5665bc636f,eb4520b16c32518b6615f2d50f1be1bb,2017-05-16
0c0b20eb744a9c5ec1611dfd81da6165,c17db1418a98b4a6d1dcad61cc579c70,2017-05-16
742b2b7009e5c7c5aefce3e328c4866a,c17db1418a98b4a6d1dcad61cc579c70,2017-05-16
ac6883abec7c5543bb89d05903f1cf5d,cc6fb2f08a7bcaeef2c65f06e40811df,2017-05-18
8e350e1e4254bd7c68913b98bde7d3a7,88ecb91d6d5e47ebdc2129cd046b0935,2017-05-19
3734ef852a0ffc47fd80c97740466f68,7063b55fee699193fd5e44253a7e4a98,2017-05-19
1799b503cd7c2cbd801e75dd72fe3069,7063b55fee699193fd5e44253a7e4a98,2017-05-19
75d5d3d16567a27eefc5752aeb063072,88ecb91d6d5e47ebdc2129cd046b0935,2017-05-19
228ad7bb45b5912a1c70a68be5d4b951,e14b8cd578c1f576594719bce2ee1aa2,2017-05-21
4a5dd77c42df1a4cf21c142eaacf866f,46ed126bcf1df6e195dbc63d7c320983,2017-05-21
401aaeb144fdc31e60486809bf917ce5,35de25c73544f00e8adde226a4d1bdcc,2017-05-21
e418ef83856cd1b69aa83b6992142361,6668e1ae499e2e9be475b7f708580232,2017-05-21
6108ae9acd8ee0ffd527598b9ebc6acc,a423d0eb6e06ef44ce8ddb0e9cb579f7,2017-05-23
cb6e8d89049744886ad04520d5e0b2f6,ff8892f7c26aa0446da53d01b18df463,2017-05-24
6d9f6e79f1664d6ff8e74dd03f8a5b43,e2df93e515e47d7d9d2fa427bd50e272,2017-05-24
91894a6bee2407fdec8f29441d75541e,bcc9a08b533971412be737fd5bd918b3,2017-05-27
f3c7f31502a61f206c30c674a4ada401,271a5347ec3fc4388af776e5e07fbd9a,2017-05-27
