order_id,product_category,price
008990da719764fb392914d8ab53ad04,computers_accessories,35.9
00c42b1633c1b2fa4e937bf312466561,furniture_decor,39.9
01094e169d4b14edaf6954eeddb83633,toys,79.9
010b143d83a59b355cd5a75c0f0fd785,agro_industry_and_commerce,22.0
010b143d83a59b355cd5a75c0f0fd785,agro_industry_and_commerce,22.0
010b143d83a59b355cd5a75c0f0fd785,agro_industry_and_commerce,22.0
010b143d83a59b355cd5a75c0f0fd785,agro_industry_and_commerce,22.0
010efe60bdadc9261d1902f3c1dda5f3,computers_accessories,110.0
0193a99edc8c599aaa16f9b9e991efb8,books_general_interest,154.9
01dcbb39823b4cda39ddcc6679fb00ac,furniture_decor,39.9
01dcbb39823b4cda39ddcc6679fb00ac,furniture_decor,39.9
023efd060c082063e299dc77891ea1b7,sports_leisure,48.9
02875e2e1d01d7a1533215fb97510b06,stationery,199.0
03c939fd7fd3b38f8485a0f95798f1f6,home_appliances,26.0
053180cf4b0cf3f7a300e2e42ff01da9,garden_tools,59.0
053180cf4b0cf3f7a300e2e42ff01da9,garden_tools,59.0
0560690f57123e9331f5731479b2d505,bed_bath_table,139.9
065a7d9057589f809082e012f696cb5d,auto,51.9
0666806082c797ed8410aadc2e08f286,furniture_decor,59.9
06be8b2c2a6e818814aa5416c3512ca3,telephony,27.99
06c0d448cbbe294852cab1310c63ab3b,bed_bath_table,149.9
06c0d448cbbe294852cab1310c63ab3b,bed_bath_table,189.9
06cd9d207dfbdde70cff4074b5b3dfaf,luggage_accessories,77.1
0771233ce445ab49cb2542af0243618e,books_general_interest,27.92
07f6c3baf9ac86865b60f640c4f923c6,fashion_bags_accessories,34.3
091c0f9393510fe12cc5409a2601ff22,bed_bath_table,74.99
093b4a025c91a570d1f3b60d428b60a0,computers_accessories,69.9
0944dd6401b58739dc030557fb149b25,computers_accessories,47.9
0be5691eb4c245d190a1e194494f754d,watches_gifts,79.9
0c02a4cb5207e682d63a1343cbddd13b,computers_accessories,84.0
0c0b20eb744a9c5ec1611dfd81da6165,housewares,152.72
0c65b1e5ce7f6d1bcc961e3a2d740d3b,sports_leisure,79.0
0d123aa33c3954b2685ef6807ffc9bc0,cool_stuff,158.4
0dadb750778faa5d3a1d6d69a37dc8d6,pet_shop,105.0
0dfedf3d432d2cdca59a3ef16b313db6,health_beauty,89.99
0e1628ef32043a2e0c0d7152af698bd1,furniture_decor,59.9
0e62b7f0d74e42edd997cf3dfaac54c2,computers_accessories,949.9
0ebd409ca379ce0ed8b24e8f5a59a8ea,health_beauty,9.9
0ec153c68d6e5b0dfe5128a34ffe6490,computers_accessories,71.8
0f7aa32fdabc5a9e10d0e9da37110525,bed_bath_table,200.0
0f9458a3e4a303f60f99659d29645ee5,furniture_decor,38.4
0f9458a3e4a303f60f99659d29645ee5,furniture_decor,38.4
0f9458a3e4a303f60f99659d29645ee5,furniture_decor,38.4
0f9751081b734220a998be212c391523,auto,199.9
0fcc817e41a60bbb439c5ce638f62f31,furniture_decor,45.9
0feb8ce954124d3e3d8338c573a9c523,watches_gifts,55.0
0feb8ce954124d3e3d8338c573a9c523,watches_gifts,45.0
10251ca016384afb8d4954da5fb3b419,office_furniture,289.9
1078d496cc6ab9a8e6f2be77abf5091b,toys,81.0
1079ee0942568d7c4778bad8d4192e0e,bed_bath_table,49.99
108f58a6439933a88e7950ee7b46ec11,health_beauty,35.9
10e722e25378399056392a2c2c5ff9ba,bed_bath_table,26.9
11302d4542ca6da5b505416f9e04f0a8,toys,39.99
1171e6b0edcd799330be154f3dc4d93b,health_beauty,326.16
11ecb8ddc28c95c21a3ef305377a477c,furniture_decor,149.0
1239d3562a6ab53c79a35595a63c5c59,bed_bath_table,53.0
12fb5d0cb33d4e9aa4d07b4400346153,furniture_decor,39.9
1336e40005c591d3d84862f0e9035882,pet_shop,66.1
1349d7f4ec671ded42f2360828965692,construction_tools_construction,34.0
1349d7f4ec671ded42f2360828965692,construction_tools_construction,34.0
1349d7f4ec671ded42f2360828965692,construction_tools_construction,34.0
1349d7f4ec671ded42f2360828965692,construction_tools_construction,34.0
1349d7f4ec671ded42f2360828965692,construction_tools_construction,34.0
1349d7f4ec671ded42f2360828965692,construction_tools_construction,34.0
13b4f8c4b570d25d95bfd3c915ed9c38,computers,790.0
13ed81255fbefb7db48926a0a30e0674,garden_tools,126.99
142b64dc3a09842572df17bdca68b5f3,sports_leisure,239.0
14675586d82f55dea6b8b539f427ccad,electronics,18.9
14d35062b86c2e1f69376af68e9e2a1e,bed_bath_table,89.9
14d9794bbb53614d12cc2df6a045f82b,computers_accessories,99.56
1534266375dc7e304dd7e81942cb25cd,agro_industry_and_commerce,229.0
1539409c01ad8a5e32a2574668ad975e,perfumery,39.9
153b80864a22f0638fef4339488a2cf3,computers_accessories,189.0
153b80864a22f0638fef4339488a2cf3,computers_accessories,189.0
1591f1de66fc6657c009d107db35c4d2,baby,24.99
17200822bf0cbc26df339538be1384d5,health_beauty,92.49
173be97f981ae72384ff95a719544e7e,bed_bath_table,88.95
1749aa0c3e963525049e36964941cee5,sports_leisure,54.9
176e0d39e50430555a62ad6d1bb9c25b,watches_gifts,44.0
1799b503cd7c2cbd801e75dd72fe3069,computers_accessories,199.0
1799b503cd7c2cbd801e75dd72fe3069,computers_accessories,199.0
17e73283864f2c7bbdb6856a2b7bc13e,housewares,128.9
18448ffe871a865ac41ace28ce8e5079,housewares,59.9
1857f0409d8180beab0cbec5cd97478f,telephony,21.9
1857f0409d8180beab0cbec5cd97478f,telephony,21.9
1857f0409d8180beab0cbec5cd97478f,telephony,21.9
185b9908e599d49428dc7b8238c8076a,housewares,67.0
194c72d466120c8e1241d610c72cc5e9,furniture_decor,295.0
1a4bf675df415785d3d9b3f3521988a7,bed_bath_table,69.9
1afa51208ad0fe3d17577387674e6924,housewares,25.0
1b0577d71cd408c29c2fe1c9ec939056,housewares,110.0
1b151132de254c39a49f595684c80b41,luggage_accessories,72.9
1b151132de254c39a49f595684c80b41,luggage_accessories,72.9
1b25b7f6d3514c227d59499f63573fde,furniture_decor,119.9
1b41fbc113f284d979a4b5c94e2a918f,sports_leisure,1599.0
1b45f3d92af5691c2409e2a40332875b,toys,299.99
1b5c359c2188ceeab2777c0d27e7c343,drinks,57.49
1be1c706ca05fafa2f99d335601e9293,health_beauty,59.9
1be3fcdefdc438ab6f01a8547b31aa5b,bed_bath_table,19.9
1c308eca3f339414a92e518e2a2e5ee9,bed_bath_table,49.95
1cfc85fa3b31428092f247f88bc965a8,computers_accessories,110.0
1ddc3d70dd69c4803ec86c7d987591e1,health_beauty,19.99
1e61c2d93012f7a32fe86de9bafc3a1f,sports_leisure,47.0
1e7b55dfee29c0ed7edb54c8cfeaf244,electronics,16.9
1f1b93186b0c7281daf8f6c6145279d6,furniture_decor,39.99
1f2c730715e25c512d5beee0f697bedb,electronics,24.9
1f2c730715e25c512d5beee0f697bedb,electronics,24.9
1fcbc88015c88c1a14d4b8ec35ea8ed7,pet_shop,42.99
1fcbc88015c88c1a14d4b8ec35ea8ed7,furniture_decor,39.9
1fcbc88015c88c1a14d4b8ec35ea8ed7,sports_leisure,42.39
20059d45d5d6464cbf4fa0515c3830a4,perfumery,369.0
2011387fcf68d0d56838be05771c4db8,sports_leisure,69.9
20316f53ea8065f870f90eb423b39b1a,watches_gifts,399.0
20368ff725d0f3b5adf1ab319ccecb62,auto,179.49
21826e0954bd6550ea7b7a5665bc636f,housewares,89.99
21826e0954bd6550ea7b7a5665bc636f,housewares,89.99
2191c4b8b5384ed556dfd154ce6e319c,telephony,24.99
21c9e1884faf91f5fc65224d92b2ef83,tablets_printing_image,99.0
2256d7dbbecb2b03c2cb4423793570a1,telephony,22.9
2281b9a155dc821e33ba9e7360964450,telephony,29.99
228ad7bb45b5912a1c70a68be5d4b951,toys,50.0
230429e6f253f9cd6561aad72ce7ee2f,home_construction,119.85
236ff4e9c2ed220ff9d4186b729379b8,furniture_decor,12.99
23c0fb66f3afa483b302cc740b14f17b,housewares,88.0
23c0fb66f3afa483b302cc740b14f17b,bed_bath_table,124.99
24257d104a3908bfd7b8bc9f6e1a2039,electronics,16.9
24950e3fcd92f8ec85a91644c7252eb9,bed_bath_table,69.9
257006b4652ed6214a889913fec6a5ca,furniture_decor,39.0
257006b4652ed6214a889913fec6a5ca,furniture_decor,39.0
257006b4652ed6214a889913fec6a5ca,furniture_decor,39.0
259e9a3ad6d4f56fd550257b47ed152b,bed_bath_table,89.9
259e9a3ad6d4f56fd550257b47ed152b,bed_bath_table,89.9
259e9a3ad6d4f56fd550257b47ed152b,bed_bath_table,89.9
25ce3a22fa2537206c22c8bef4f9b593,computers_accessories,88.0
25ff38b3eac37d28ac1fd35e41393218,auto,99.0
2613fb342bec59126f9c5180a5bc95ec,furniture_decor,49.9
26cdf11da38117ed1bca961a210dd21d,furniture_decor,99.9
26f12055119a6272956b9ceaef2a6233,sports_leisure,209.0
27587cc5a5f975239e49460102252868,garden_tools,99.98
2792c4f95b24c1a72641cd404561bdd8,small_appliances,199.0
2847c1e42885f76be2e67b11d8bd813d,furniture_decor,34.99
291cc6d48f9475a822aecd9c9a78d4ac,toys,69.9
291cc6d48f9475a822aecd9c9a78d4ac,toys,69.9
2942d87f97c462f2c402070d7e2c1882,home_confort,86.9
295b0d5e43bcba38d1f33206d5a40594,health_beauty,48.9
2a903dd5e53423b47484fd2130e2b6c3,stationery,24.0
2b62c1f2514954fe162667774af50ba0,furniture_decor,39.0
2b62c1f2514954fe162667774af50ba0,furniture_decor,39.0
2b745ccd6f667dcd824b9ab05352b0dc,bed_bath_table,106.99
2bafcaecb60350e62797b7bfd0fa1e54,perfumery,127.99
2bedc0d7231e504d0476c606108e7e73,books_general_interest,69.45
2bedc0d7231e504d0476c606108e7e73,books_general_interest,69.45
2bedc0d7231e504d0476c606108e7e73,books_general_interest,59.99
2c398232e6fe6bb3416c2cd54a5b0b28,baby,20.99
2ccfb56c4a7060de9778668844658588,watches_gifts,258.9
2d4128c16198542b771a2487095657c3,pet_shop,69.99
2d4bc14df7f5eaf36d2ef6d9a5b7c0d8,bed_bath_table,69.97
2d4f4cfa89af135842ed4770de178752,sports_leisure,63.92
2d7259ea0267605a75c5d2a55c1470bd,sports_leisure,79.99
2d89599c5c8a739bf6d061f82bd09032,home_construction,210.0
2da58e0a7dcfa4ce1e00fad9d03ca3b5,stationery,97.07
2ddcc2305498e7f001b65b9c28b48072,fixed_telephony,102.0
2e01a346da3f76c4a30e7ed7b3aa0d9a,health_beauty,6.0
2e1cd6330c3813613972ac6976386c33,health_beauty,19.99
2e429ae793d0065e4efbe7040c5e3203,watches_gifts,118.0
2e55db958a20257bc57183a4e74e6b47,watches_gifts,45.0
2e84df8fa5a2f0d5eab815d6c157b1f3,furniture_decor,99.0
2e84df8fa5a2f0d5eab815d6c157b1f3,furniture_decor,99.0
2e87cd077eb729dac6f6035112105f51,computers_accessories,20.0
2eb75364afee3e3651da6cdf9f57c6e1,bed_bath_table,69.9
2f7e28557591670c3bafadee171c72b0,bed_bath_table,113.57
2f972348117659ed047953f60257c3cd,housewares,85.0
2ffc25e4c67c5d5ad8a0142b8f542d4f,home_appliances,69.9
3006835c4c3c11d4869c6bd3d346dca0,telephony,11.87
308d6f3a55688463299b7763b12bfbae,sports_leisure,18.99
30dbdad7616e8b72efea1c866a43f1da,baby,47.9
3153710333d5f537679eb85bc07bf953,furniture_decor,99.9
31b60e74c21a868ce2a24131035f8636,computers_accessories,99.0
31db9cf54c43e0190666ce0c1a3d0e9a,fixed_telephony,29.9
3211a50b2771974d1a3a57054cca7dbb,health_beauty,64.99
3237491ee1f51f346e175b2dc581b734,housewares,24.8
32b1d3f7e7a0149ea3c10792131839d5,bed_bath_table,62.0
32be14d87b5440681042a2135db3e6b5,health_beauty,299.08
338d127554d67a15cb4e257742847056,auto,550.0
338d127554d67a15cb4e257742847056,auto,550.0
33a3edb84b9df4cb49546859b990ac6d,garden_tools,49.9
33a5adbe3c5999ca418351ca4cd8bbdc,furniture_decor,39.0
34be06fa6e60f24cfb03b4b2303d9861,bed_bath_table,159.9
35253375b48f367b1d654e9b1d762ea7,baby,35.0
3525c1f0c416e65d601c6a9b2ecc9e96,musical_instruments,59.9
